trip_id,stop_id,stop_name,lat,long,time
EBXZTU13,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 15:33:00
ZTYQD0N2,1003507,Wisconsin Avenue and M Street NW,38.904953,-77.062693,2018-11-10 9:39:00
MVO1HLEK,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 0:59:00
POW603TE,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 13:49:00
MP0TBIYE,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 19:27:00
0MXD5AMQ,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 23:27:00
5QBDP70N,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-10 6:41:00
1LVQYP39,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 9:47:00
PAFDDWDU,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 9:10:00
TOEFZJQC,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 18:50:00
6T8IS5SE,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 22:51:00
SB2RSKJA,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 3:21:00
YSC5V18S,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 22:46:00
QO5VGADG,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 10:19:00
ERQJSART,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 0:40:00
6LWCA3HI,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 21:00:00
F43NI83T,1001376,Wisconsin Avenue and Dumbarton Street NW,38.907395,-77.063253,2018-11-10 5:14:00
XRN9JJFB,1001241,K Street and Connecticut Avenue NW,38.902611,-77.039222,2018-11-10 6:51:00
9QZPZOD3,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 11:32:00
17RUDCME,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 8:16:00
V75XW5CJ,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 17:00:00
97ELKYVB,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 3:07:00
KBPU2A06,1003816,35th Street and Wisconsin Avenue NW,38.91762,-77.069531,2018-11-10 12:24:00
480B6EDW,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 0:54:00
WM6WA77Y,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 6:01:00
XC2HS1CU,1003864,Massachusetts Avenue and 5th Street NW,38.901144,-77.018743,2018-11-10 16:00:00
RPCN9UG6,1001202,Pennsylvania Avenue and 22nd Street NW,38.902094,-77.048448,2018-11-10 5:55:00
6CK8PPWC,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 1:35:00
74HK5OYK,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 5:25:00
TSZX0S2X,1001376,Wisconsin Avenue and Dumbarton Street NW,38.907395,-77.063253,2018-11-10 20:54:00
TV5SW0F2,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 17:56:00
PSPB70O3,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 23:45:00
N50X0RKF,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 19:50:00
KWTR5UY9,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 21:25:00
U4YTT059,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 0:49:00
ERQJSART,1003864,Massachusetts Avenue and 5th Street NW,38.901144,-77.018743,2018-11-10 0:34:00
ZCIG5CYM,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 12:00:00
EP0GWAZQ,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 16:05:00
N03WZFAS,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 11:39:00
BSCXZRXA,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 22:28:00
K68JAJ4G,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 18:11:00
X5B4P3JV,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 7:16:00
QE79DWLW,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 13:02:00
I55JOKI4,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-10 20:41:00
DQIU0YOB,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 1:11:00
7HFAUI41,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 3:54:00
PZYIGJ6M,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 10:30:00
XTOXE04T,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 17:50:00
KYFIQO74,1003864,Massachusetts Avenue and 5th Street NW,38.901144,-77.018743,2018-11-10 8:18:00
NEPQ3DC6,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 13:08:00
8BSFMQC4,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 20:30:00
ZTYQD0N2,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 9:23:00
DQIU0YOB,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-10 1:31:00
B6G9B8RU,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 17:37:00
V5A21KDL,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 18:58:00
ET5PM83X,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 12:03:00
U9GCSLVC,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-11 0:09:00
F6A0ZSGN,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 0:00:00
36M96340,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 15:58:00
Y1M9ZHA8,1003816,35th Street and Wisconsin Avenue NW,38.91762,-77.069531,2018-11-10 23:20:00
CFIGWJ4W,1001376,Wisconsin Avenue and Dumbarton Street NW,38.907395,-77.063253,2018-11-10 6:08:00
KXQWHC64,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 4:20:00
3MHYL33T,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 17:08:00
VULIYCXG,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 8:47:00
CD3LCQPP,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 3:24:00
V3HCJADT,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 9:59:00
5QBDP70N,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 6:43:00
KROZZEJP,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 6:35:00
5RHZOIKE,1001241,K Street and Connecticut Avenue NW,38.902611,-77.039222,2018-11-10 9:37:00
E3BQD0KZ,1001202,Pennsylvania Avenue and 22nd Street NW,38.902094,-77.048448,2018-11-10 21:05:00
T4VB0HHG,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 18:05:00
1KUM76I7,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 14:49:00
7FAAQXML,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 18:44:00
JRID1WD3,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-10 5:40:00
INUJ46KZ,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 23:34:00
L5U1NZJ8,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 23:06:00
MG8WNMYG,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 12:11:00
QETQOTAR,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 10:18:00
M5YFZJ6D,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 17:20:00
YKRJCXXX,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 18:35:00
F6CIOW3Y,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 12:01:00
OEYO9178,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-11 0:09:00
URX9CYH5,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 4:18:00
VUMH5H9S,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 11:13:00
LPM02LDS,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 4:26:00
9DZZ5JZB,1001241,K Street and Connecticut Avenue NW,38.902611,-77.039222,2018-11-10 8:25:00
1B5ZBJSZ,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 20:36:00
Q2N8F8KC,1003816,35th Street and Wisconsin Avenue NW,38.91762,-77.069531,2018-11-10 21:09:00
TOEFZJQC,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 17:43:00
VOXZLRZE,1001241,K Street and Connecticut Avenue NW,38.902611,-77.039222,2018-11-10 16:26:00
L3YPUP7R,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 19:35:00
XTOXE04T,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 19:06:00
Q3J8VC2G,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 1:38:00
UJON4VWJ,1001202,Pennsylvania Avenue and 22nd Street NW,38.902094,-77.048448,2018-11-10 13:01:00
H7TSOVQ2,1003816,35th Street and Wisconsin Avenue NW,38.91762,-77.069531,2018-11-10 23:11:00
8GU420YQ,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 23:12:00
G96IRUOF,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 7:15:00
PGLGVACI,1003864,Massachusetts Avenue and 5th Street NW,38.901144,-77.018743,2018-11-10 20:22:00
2ZOOF97I,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 20:11:00
WMDHEME9,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 10:41:00
OVHB4160,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 5:38:00
KWTR5UY9,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 20:54:00
FNEMDUV7,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 7:33:00
8E0GG4KL,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 17:23:00
UFJL8SG9,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 18:37:00
5EQ2MXAJ,1003816,35th Street and Wisconsin Avenue NW,38.91762,-77.069531,2018-11-10 20:56:00
97ELKYVB,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 2:26:00
2HQL7GNB,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 13:15:00
M78LUI1N,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 7:43:00
GDA37COE,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 1:16:00
UFDU7K5O,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 3:10:00
XN6JSFW5,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 21:04:00
L1576AYU,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 18:36:00
P5Y9FCNU,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 13:20:00
CXNN6ABE,1001241,K Street and Connecticut Avenue NW,38.902611,-77.039222,2018-11-10 8:28:00
KWTR5UY9,1003816,35th Street and Wisconsin Avenue NW,38.91762,-77.069531,2018-11-10 21:38:00
C8YJOXM7,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 15:42:00
U7Y2UY6O,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 2:55:00
WKOMXQUT,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 13:53:00
S1ZRGC2V,1003816,35th Street and Wisconsin Avenue NW,38.91762,-77.069531,2018-11-10 18:33:00
2GPUT6KR,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 19:03:00
PM4NLLLR,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 9:37:00
2URH25MF,1001202,Pennsylvania Avenue and 22nd Street NW,38.902094,-77.048448,2018-11-10 20:14:00
DFAEC035,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 17:45:00
N03WZFAS,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 11:04:00
NB1Q2WUK,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 2:05:00
HWHFQYCU,1001202,Pennsylvania Avenue and 22nd Street NW,38.902094,-77.048448,2018-11-10 14:09:00
YKI7ABKD,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 11:19:00
1CDS7VOK,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 11:40:00
WLV1ZSVV,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 4:19:00
5EQ2MXAJ,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 20:30:00
CEHHEKPP,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 3:56:00
O4VU1WD3,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 13:55:00
PAFDDWDU,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 9:00:00
97ELKYVB,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 2:42:00
2Q34C8X8,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 4:42:00
62F5M0B3,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 19:14:00
ES4D5M5L,1001202,Pennsylvania Avenue and 22nd Street NW,38.902094,-77.048448,2018-11-10 4:23:00
M1F9BNQT,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 11:49:00
63T9YV0K,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 17:11:00
1B5ZBJSZ,1001376,Wisconsin Avenue and Dumbarton Street NW,38.907395,-77.063253,2018-11-10 20:46:00
DS4H7H0L,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 4:30:00
CJZJIY37,1003866,Union Station Parking Garage,38.899325,-77.006434,2018-11-10 20:54:00
U9KURYG6,1001202,Pennsylvania Avenue and 22nd Street NW,38.902094,-77.048448,2018-11-10 18:01:00
TBQMROHD,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 16:29:00
6W6CSKEM,1003811,21st Street and K Street NW,38.90219,-77.046717,2018-11-10 14:44:00
CXNN6ABE,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 8:54:00
U1Y1DNMC,1003816,35th Street and Wisconsin Avenue NW,38.91762,-77.069531,2018-11-10 13:45:00
14WZ2W7W,1001376,Wisconsin Avenue and Dumbarton Street NW,38.907395,-77.063253,2018-11-10 23:38:00
TV1ATGHR,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 13:00:00
RPCN9UG6,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 5:40:00
UFDU7K5O,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 2:27:00
N97TMEF5,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 3:56:00
62Z2ZSIB,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-10 23:52:00
AI8BEX2J,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 20:32:00
9ZR6HWL7,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 2:08:00
R28TKOMS,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 6:17:00
H7TSOVQ2,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 23:05:00
L1576AYU,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 20:18:00
D23EV0ZI,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 10:10:00
9T9U808T,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 13:45:00
UJON4VWJ,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 14:02:00
97ELKYVB,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 2:24:00
LXMTYSBA,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 20:43:00
QE79DWLW,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 13:30:00
WM0DAYXX,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 2:42:00
X8S4LBA7,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 19:57:00
J4UGKWK0,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-10 22:11:00
CD3LCQPP,1001202,Pennsylvania Avenue and 22nd Street NW,38.902094,-77.048448,2018-11-10 3:20:00
Y1M9ZHA8,1001593,Wisconsin Avenue and R Street NW,38.914019,-77.066735,2018-11-10 23:14:00
THGGVW9E,1003864,Massachusetts Avenue and 5th Street NW,38.901144,-77.018743,2018-11-10 23:32:00
8BO9HVCP,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 4:39:00
62F5M0B3,1001242,K Street and 16th Street NW,38.902599,-77.036983,2018-11-10 18:55:00
L3YPUP7R,1003816,35th Street and Wisconsin Avenue NW,38.91762,-77.069531,2018-11-10 20:20:00
8KXO77FB,1001406,Wisconsin Avenue and P Street NW,38.909066,-77.064125,2018-11-10 15:05:00
P4Y06UDT,1003813,(Lower) K Street and 30th Street NW,38.902678,-77.058852,2018-11-10 18:10:00
7FAAQXML,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 18:58:00
2TWII7LI,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 6:52:00
UVBW9MXP,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 19:55:00
9QZPZOD3,1001233,K Street and 19th Street NW,38.9026,-77.043266,2018-11-10 11:45:00
ZLZVDIT9,1003816,35th Street and Wisconsin Avenue NW,38.91762,-77.069531,2018-11-10 16:10:00
TEZH566U,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 11:26:00
YEW884IR,1003812,K Street and 24th Street NW,38.902672,-77.051596,2018-11-10 6:29:00
KWTR5UY9,1003507,Wisconsin Avenue and M Street NW,38.904953,-77.062693,2018-11-10 21:18:00
M5YFZJ6D,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 16:08:00
AOG63ZUC,1001239,K Street and 14th Street NW,38.9026,-77.032504,2018-11-10 11:25:00
HWHFQYCU,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 13:12:00
0L8WRVSA,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 23:38:00
36SERV2P,1003864,Massachusetts Avenue and 5th Street NW,38.901144,-77.018743,2018-11-10 5:53:00
N9U9CZ7Q,1003810,K Street and 13th Street NW,38.902601,-77.028892,2018-11-10 23:29:00
P4Y06UDT,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 18:15:00
R6ZPJQN7,1001637,Wisconsin Avenue and 34th Street NW,38.915898,-77.067755,2018-11-10 20:55:00
69BU9L0O,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 17:15:00
GL9CZ2RR,1003814,(Lower) K Street and Wisconsin Avenue NW,38.90268,-77.062534,2018-11-10 16:53:00
GL9CZ2RR,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 15:27:00
XN6JSFW5,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 20:41:00
A425UUNU,1001496,Wisconsin Avenue and Q Street NW,38.911051,-77.065178,2018-11-10 17:42:00
Q38DAI8N,1003864,Massachusetts Avenue and 5th Street NW,38.901144,-77.018743,2018-11-10 8:53:00
EDWLEWP8,1001376,Wisconsin Avenue and Dumbarton Street NW,38.907395,-77.063253,2018-11-10 23:05:00
0DTE7YGN,1001065,North Capitol Street and Massachusetts Avenue NW,38.897808,-77.009201,2018-11-10 19:37:00
GEKYTOWV,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 15:24:00
PZYIGJ6M,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 10:16:00
U7Y2UY6O,1003521,Massachusetts Avenue and 7th Street NW,38.902181,-77.021712,2018-11-10 2:31:00
KQLYCRZY,1003660,New York Avenue and 9th Street NW,38.902091,-77.024599,2018-11-10 10:27:00
OZ8JLTJG,1001094,Massachusetts Avenue and New Jersey Avenue NW,38.899222,-77.013069,2018-11-10 6:48:00
DFJ7JPT8,1001241,K Street and Connecticut Avenue NW,38.902611,-77.039222,2018-11-10 9:44:00
